age,job,marital,education,default,balance,housing,loan,uid
59,retired,married,unknown,no,140,no,yes,12566
41,technician,married,secondary,no,0,no,no,23896
45,housemaid,married,secondary,no,513,no,no,10028
49,management,married,tertiary,no,-969,no,no,28895
36,admin.,single,tertiary,no,3954,yes,no,4809
26,student,single,secondary,no,268,yes,no,4546
64,self-employed,married,tertiary,no,661,no,no,42539
58,management,married,tertiary,no,0,yes,yes,34771
50,blue-collar,married,primary,no,84,yes,no,7104
31,admin.,married,tertiary,no,80,yes,yes,41763
39,blue-collar,divorced,secondary,no,0,yes,no,36354
39,blue-collar,married,secondary,no,327,yes,no,4528
58,technician,married,secondary,no,3399,no,no,42379
43,admin.,married,primary,no,392,yes,yes,29780
30,blue-collar,married,primary,no,70,yes,yes,1398
31,technician,divorced,tertiary,no,0,no,no,23182
39,management,married,tertiary,no,2939,no,no,44029
51,blue-collar,divorced,secondary,no,1524,yes,no,25144
37,blue-collar,married,secondary,no,-4,yes,yes,7112
46,technician,married,secondary,no,68,yes,yes,10505
35,technician,single,tertiary,no,2043,yes,yes,5419
44,admin.,married,secondary,no,598,no,no,18615
50,management,married,tertiary,no,305,yes,no,14452
30,management,single,tertiary,no,54,yes,yes,25495
37,entrepreneur,divorced,secondary,no,1190,yes,no,2006
34,services,married,secondary,no,0,yes,no,14491
36,management,single,tertiary,no,1876,no,no,34268
58,admin.,married,primary,no,2232,no,no,10111
57,retired,married,secondary,no,256,no,no,19675
33,self-employed,married,tertiary,no,1249,yes,no,14112
79,retired,married,primary,no,3025,no,no,43274
31,blue-collar,married,secondary,no,5345,yes,no,25082
41,entrepreneur,married,tertiary,no,306,yes,no,12062
52,technician,married,secondary,no,0,yes,no,39796
81,retired,married,primary,no,0,no,no,40839
35,management,single,tertiary,no,243,yes,no,2093
32,technician,single,tertiary,no,1059,yes,no,32570
59,self-employed,married,primary,no,0,yes,no,17354
41,services,single,secondary,no,323,yes,no,3437
52,services,married,primary,no,171,yes,yes,18561
55,entrepreneur,married,secondary,no,113,yes,no,10345
42,unemployed,divorced,secondary,no,1713,yes,no,7669
32,admin.,single,secondary,no,184,yes,no,1479
36,admin.,married,tertiary,no,0,yes,no,15520
35,admin.,married,tertiary,no,948,yes,no,40195
34,management,married,tertiary,no,1784,yes,no,15166
32,management,single,tertiary,no,1047,yes,no,20826
33,technician,single,secondary,no,-479,no,no,19686
38,management,single,tertiary,no,0,no,no,23921
36,blue-collar,single,secondary,no,0,no,no,11529
44,management,single,secondary,no,-228,yes,yes,37347
46,retired,single,primary,no,1190,no,no,9530
30,unemployed,married,secondary,no,142,yes,no,4738
57,admin.,married,secondary,no,367,no,no,42304
58,admin.,married,secondary,no,821,yes,yes,14237
39,blue-collar,married,unknown,no,1181,yes,no,17913
33,housemaid,single,primary,no,39,yes,no,14905
58,entrepreneur,married,tertiary,no,925,yes,no,26941
25,services,single,secondary,no,-371,yes,no,39134
48,management,divorced,tertiary,no,1010,yes,no,41203
57,housemaid,married,secondary,no,0,no,no,24261
26,student,single,unknown,no,689,no,no,39460
31,blue-collar,married,secondary,no,1407,yes,no,35098
29,technician,single,tertiary,no,-803,yes,yes,34982
30,blue-collar,single,secondary,no,435,yes,yes,5243
43,housemaid,married,primary,no,18,yes,yes,3521
40,blue-collar,single,primary,no,0,yes,yes,36161
50,services,married,secondary,no,206,yes,no,404
30,technician,single,tertiary,no,190,yes,no,17154
35,entrepreneur,married,primary,no,-394,yes,no,26818
33,services,married,secondary,no,610,no,yes,21487
56,management,married,tertiary,no,6475,no,no,17086
32,blue-collar,married,secondary,no,-103,yes,no,37769
53,management,married,tertiary,no,1319,yes,no,32467
43,unemployed,married,secondary,no,0,yes,no,418
39,technician,single,tertiary,no,2617,yes,no,8272
38,blue-collar,divorced,secondary,no,-90,no,yes,36588
31,services,single,unknown,no,919,yes,no,39125
46,technician,single,secondary,no,5862,no,no,39780
46,blue-collar,married,secondary,no,3,no,no,23011
47,services,divorced,unknown,no,973,no,no,43809
60,blue-collar,divorced,secondary,no,1310,no,no,1038
36,entrepreneur,married,tertiary,no,733,no,yes,14341
38,blue-collar,married,secondary,no,1116,no,no,10036
37,management,divorced,tertiary,no,1775,no,no,14668
33,blue-collar,married,secondary,no,1624,yes,yes,4897
30,blue-collar,single,secondary,no,297,yes,no,16919
41,services,married,secondary,no,510,yes,no,1927
26,student,single,secondary,no,696,no,no,43987
30,entrepreneur,married,primary,no,495,yes,no,32882
50,management,married,primary,no,478,no,no,2423
29,admin.,divorced,secondary,no,201,yes,no,8883
45,entrepreneur,married,secondary,no,-479,yes,no,17967
45,management,married,tertiary,no,1373,yes,no,8530
47,technician,married,secondary,no,80,no,yes,24495
27,technician,single,secondary,no,643,no,no,45018
41,blue-collar,married,secondary,no,343,yes,no,3103
36,unemployed,divorced,secondary,no,5,yes,no,13211
26,blue-collar,single,secondary,no,856,yes,yes,18154
56,housemaid,married,secondary,no,594,yes,yes,12304
37,blue-collar,married,secondary,no,590,yes,no,32502
52,unemployed,married,secondary,no,2142,no,no,19858
33,management,single,secondary,no,99,yes,no,5980
40,technician,single,secondary,no,34,no,no,22046
34,blue-collar,married,secondary,no,1988,yes,no,28131
31,management,married,tertiary,no,-513,no,yes,12929
32,admin.,married,secondary,no,514,yes,no,1329
30,technician,married,secondary,no,764,no,no,5842
44,unemployed,single,unknown,no,3938,yes,no,27003
44,services,divorced,secondary,no,210,no,yes,2065
49,housemaid,married,primary,no,5038,yes,no,39670
31,blue-collar,single,secondary,no,1882,no,no,35306
31,blue-collar,married,secondary,no,225,yes,no,24863
33,management,married,tertiary,no,0,no,no,29426
31,technician,married,secondary,no,180,no,no,39596
39,blue-collar,married,secondary,no,507,yes,no,1598
57,retired,married,primary,no,9367,no,no,43008
30,technician,single,tertiary,no,97,no,no,18883
35,blue-collar,married,secondary,no,1831,yes,no,37103
35,management,single,tertiary,no,747,no,no,44418
37,technician,married,secondary,no,523,yes,no,31849
32,admin.,divorced,secondary,no,298,yes,no,30857
46,blue-collar,married,primary,no,564,yes,no,17590
37,blue-collar,married,primary,no,89,no,yes,13278
41,admin.,divorced,secondary,no,8,no,no,30350
26,blue-collar,married,primary,no,-157,yes,no,11587
33,technician,single,tertiary,no,443,no,no,20342
30,management,single,tertiary,no,297,no,no,45138
43,blue-collar,married,primary,no,7343,yes,no,8315
35,blue-collar,single,primary,no,3798,no,no,9713
37,blue-collar,single,secondary,no,2580,yes,no,15494
51,housemaid,divorced,primary,no,3982,no,no,9887
38,technician,married,secondary,no,4539,no,no,41597
44,blue-collar,single,secondary,no,259,yes,no,9496
35,admin.,married,secondary,no,3187,yes,no,4455
43,management,married,tertiary,no,176,yes,no,34696
58,retired,married,primary,no,331,yes,no,4047
53,management,married,tertiary,no,1356,yes,no,43764
69,housemaid,single,unknown,no,2493,no,no,40967
36,admin.,single,secondary,no,587,yes,no,32004
36,blue-collar,married,primary,no,871,yes,yes,24995
30,management,married,tertiary,no,265,yes,no,5850
49,entrepreneur,married,tertiary,no,221,yes,no,3249
37,blue-collar,divorced,secondary,no,-175,yes,no,28860
53,technician,married,secondary,no,287,no,no,30588
39,housemaid,married,primary,no,2460,no,no,14017
39,technician,divorced,secondary,no,1222,yes,no,5477
42,technician,married,tertiary,no,14282,yes,no,24436
59,retired,married,secondary,no,434,yes,no,2152
37,blue-collar,married,secondary,no,-141,yes,yes,7276
33,technician,single,secondary,no,930,yes,no,38719
47,admin.,single,primary,no,683,no,no,26250
31,technician,married,tertiary,no,344,no,no,20058
52,management,married,tertiary,no,583,no,no,42330
31,unknown,married,secondary,no,111,no,no,21861
35,housemaid,married,secondary,no,495,no,no,21042
29,services,married,secondary,no,0,yes,yes,33642
37,blue-collar,married,primary,no,708,yes,no,29069
38,unemployed,single,secondary,no,7159,no,no,17921
43,unknown,married,primary,no,2113,no,no,17623
44,technician,married,tertiary,no,0,yes,yes,26170
28,services,single,secondary,no,168,no,no,42628
35,student,single,secondary,no,-86,yes,no,15682
32,technician,married,secondary,no,465,yes,no,36907
37,self-employed,married,primary,no,67,no,no,18675
31,services,single,secondary,no,258,yes,no,39163
36,services,married,secondary,no,184,yes,no,803
26,technician,single,secondary,no,-525,yes,yes,16095
39,admin.,married,secondary,no,367,yes,no,1018
46,management,married,tertiary,no,1217,yes,no,34651
29,technician,single,tertiary,no,183,yes,yes,34956
31,management,single,tertiary,no,-1206,yes,no,5375
56,self-employed,married,tertiary,no,411,no,no,11502
40,admin.,single,secondary,no,178,yes,no,35256
55,admin.,married,secondary,no,131,yes,no,431
31,blue-collar,divorced,secondary,no,1125,no,yes,3552
48,retired,single,secondary,no,3458,no,no,9044
28,unemployed,married,secondary,no,858,yes,no,5012
40,technician,married,secondary,no,998,no,no,19599
36,entrepreneur,married,tertiary,no,0,yes,no,31924
50,blue-collar,divorced,primary,no,388,no,no,30212
42,blue-collar,married,secondary,no,-1664,yes,no,2365
30,technician,single,secondary,no,2371,no,no,43910
51,entrepreneur,married,tertiary,no,6659,yes,yes,3242
40,management,married,tertiary,no,964,yes,no,37013
35,blue-collar,single,primary,no,-269,yes,no,10026
40,self-employed,married,tertiary,no,1498,no,no,29967
30,services,single,primary,no,79,yes,no,38193
35,management,single,tertiary,no,2707,no,no,30216
30,blue-collar,single,secondary,no,583,no,no,39279
45,technician,married,secondary,no,546,yes,yes,9964
41,blue-collar,married,primary,no,2453,yes,no,3520
31,housemaid,single,tertiary,no,399,yes,no,34864
37,technician,married,secondary,yes,0,no,yes,16569
27,housemaid,married,secondary,no,0,no,yes,15046
74,retired,married,primary,no,4286,no,no,41650
30,blue-collar,married,primary,no,4,yes,no,1405
37,technician,married,secondary,no,83,yes,no,34872
52,unemployed,married,secondary,no,94,no,no,42971
32,technician,single,secondary,no,28,yes,no,32938
57,retired,divorced,tertiary,no,734,no,no,19202
43,blue-collar,married,primary,no,2105,yes,no,18430
25,services,single,tertiary,no,130,yes,no,14820
27,technician,married,unknown,no,811,yes,no,6804
36,management,married,tertiary,no,6153,no,no,24714
54,technician,divorced,secondary,no,7449,yes,no,4343
55,management,married,tertiary,no,171,yes,no,19924
29,management,single,tertiary,no,0,yes,no,13683
32,technician,single,tertiary,no,1012,no,no,32064
60,housemaid,married,primary,no,1043,no,no,21415
37,admin.,single,secondary,no,16,no,no,39222
34,management,single,tertiary,no,-292,yes,no,21681
29,services,single,secondary,no,271,yes,no,4428
27,management,single,tertiary,no,2802,yes,no,39039
37,services,married,secondary,no,1543,yes,no,31086
52,admin.,married,secondary,no,2323,yes,no,38744
32,technician,single,secondary,no,109,no,no,23383
25,student,single,unknown,no,480,no,no,41498
28,services,single,unknown,no,-70,yes,yes,4908
27,blue-collar,single,secondary,no,3792,no,no,33758
42,unemployed,married,secondary,no,1990,yes,yes,4220
42,services,married,secondary,no,2219,yes,no,18486
35,management,single,tertiary,no,62,yes,no,33289
60,admin.,divorced,secondary,no,663,no,yes,28728
57,housemaid,divorced,secondary,no,4969,no,no,27446
56,unknown,married,unknown,no,15088,no,no,20392
42,blue-collar,single,unknown,no,2835,yes,no,36982
38,technician,married,tertiary,no,1042,yes,no,30135
35,services,married,secondary,no,66,yes,no,25424
60,retired,married,primary,no,37,no,no,40342
32,blue-collar,single,secondary,no,3044,yes,no,33123
33,technician,married,secondary,no,1029,yes,no,30894
45,management,married,tertiary,no,-319,yes,no,5407
37,blue-collar,married,secondary,no,196,yes,no,9147
32,technician,married,unknown,no,0,no,yes,27208
35,blue-collar,single,primary,no,3339,yes,no,9652
34,technician,divorced,secondary,no,8,yes,no,34833
53,admin.,divorced,secondary,no,26,yes,no,35453
53,self-employed,married,tertiary,no,837,no,no,23333
47,technician,single,secondary,no,1101,yes,no,16427
48,blue-collar,married,primary,no,108,yes,no,38612
41,blue-collar,single,primary,no,1649,yes,no,3966
36,admin.,married,secondary,no,0,no,yes,17706
38,management,divorced,tertiary,no,349,yes,no,14213
43,services,single,secondary,no,550,yes,no,37446
26,self-employed,single,tertiary,no,458,yes,yes,29303
39,technician,divorced,tertiary,yes,3,no,no,34769
35,technician,divorced,secondary,no,-281,no,no,18871
34,technician,single,tertiary,no,370,yes,no,19807
54,management,single,tertiary,no,2081,no,no,41668
34,admin.,married,tertiary,no,2552,yes,yes,41634
46,technician,married,unknown,no,626,yes,no,5949
30,management,single,tertiary,no,552,yes,no,19173
43,management,married,tertiary,no,240,yes,no,32358
42,management,married,tertiary,no,36,no,no,27406
40,blue-collar,married,secondary,no,280,yes,no,35866
28,self-employed,single,secondary,no,1536,no,no,40243
27,blue-collar,single,secondary,no,2752,yes,no,39187
44,blue-collar,married,secondary,no,6491,yes,no,26113
49,management,single,tertiary,no,1093,yes,no,25111
43,blue-collar,divorced,primary,no,-76,yes,no,14373
36,management,single,tertiary,no,0,no,no,22412
29,technician,single,tertiary,no,172,yes,yes,41719
32,services,married,secondary,no,132,yes,yes,4105
42,management,married,tertiary,no,0,no,no,19208
41,management,married,primary,no,-417,yes,no,1570
45,housemaid,married,primary,no,4994,no,no,11735
20,student,single,secondary,no,1819,no,no,31921
31,blue-collar,single,secondary,no,-571,yes,no,17360
49,management,married,secondary,no,99,yes,no,34966
48,technician,divorced,secondary,no,105,no,no,23880
49,management,married,tertiary,no,489,yes,no,34752
27,admin.,divorced,secondary,no,451,yes,no,14890
72,retired,married,secondary,no,0,no,no,42045
35,blue-collar,single,tertiary,no,0,yes,no,15830
55,unemployed,married,secondary,no,12,no,no,31813
49,management,married,secondary,no,249,no,no,24135
39,blue-collar,married,primary,no,1014,no,no,17979
38,technician,married,tertiary,no,11766,yes,no,25488
46,blue-collar,married,secondary,no,640,yes,no,43283
30,technician,divorced,tertiary,no,317,yes,no,17001
44,blue-collar,divorced,primary,no,25,yes,no,37234
58,management,married,primary,no,2769,yes,no,14202
40,blue-collar,married,secondary,no,718,yes,yes,24169
51,management,married,secondary,no,441,yes,no,35189
34,blue-collar,single,secondary,no,186,no,no,29055
29,self-employed,married,tertiary,no,4,no,no,30378
30,services,married,secondary,no,249,yes,no,32547
31,technician,single,primary,no,449,yes,no,6790
30,admin.,married,secondary,no,39,yes,no,17417
31,entrepreneur,single,tertiary,no,0,no,no,8566
38,blue-collar,married,secondary,no,1627,no,no,10509
49,blue-collar,married,primary,no,226,yes,no,11639
50,blue-collar,single,secondary,no,708,yes,no,3245
65,retired,married,secondary,no,1220,no,no,44717
33,management,single,tertiary,no,369,no,no,22726
47,unemployed,married,primary,no,0,no,no,11245
23,student,single,unknown,no,565,no,no,39729
41,admin.,divorced,secondary,no,-106,yes,no,8311
39,blue-collar,married,primary,no,4146,yes,yes,4807
37,blue-collar,married,secondary,no,680,yes,yes,14985
42,admin.,divorced,secondary,no,2397,yes,no,32173
42,blue-collar,married,primary,no,969,yes,no,37314
58,management,married,unknown,no,1065,yes,no,227
35,management,married,tertiary,no,0,yes,no,31725
38,blue-collar,married,secondary,no,213,yes,no,10491
27,management,single,tertiary,no,212,yes,no,38217
46,management,single,tertiary,no,1631,yes,no,32830
31,management,married,tertiary,no,1215,no,no,17140
32,technician,single,secondary,no,5205,no,no,26552
38,entrepreneur,married,secondary,no,680,yes,no,4192
35,technician,married,secondary,no,1092,no,no,38977
49,blue-collar,married,secondary,no,1854,yes,no,4336
31,blue-collar,single,primary,no,1097,yes,no,4722
27,blue-collar,single,primary,no,431,yes,no,3461
25,blue-collar,single,secondary,no,286,yes,no,39283
41,housemaid,married,secondary,no,876,no,no,11559
28,services,single,primary,no,198,no,no,30092
28,services,married,primary,no,3,yes,no,37646
55,management,divorced,tertiary,no,277,no,no,20496
30,management,single,tertiary,no,3773,yes,no,6222
46,housemaid,married,primary,no,1188,no,no,11369
54,blue-collar,married,primary,no,551,yes,no,17375
35,management,single,tertiary,no,7506,yes,no,24108
33,technician,single,tertiary,no,127,yes,no,31627
35,blue-collar,married,primary,no,46,no,no,13191
37,technician,single,tertiary,no,971,no,no,21650
29,blue-collar,single,secondary,no,-16,yes,yes,34522
32,blue-collar,married,secondary,no,-325,yes,yes,5038
36,technician,married,secondary,no,15485,no,no,39595
37,blue-collar,married,secondary,no,298,yes,no,18719
42,admin.,single,secondary,no,400,yes,no,29675
59,services,married,secondary,no,108,no,no,20284
35,technician,married,secondary,no,580,yes,no,42115
55,blue-collar,single,primary,no,1187,yes,no,32618
41,admin.,divorced,secondary,no,0,no,yes,16459
33,technician,married,secondary,no,852,no,no,21130
57,management,married,primary,no,6900,no,no,41962
42,blue-collar,divorced,primary,no,213,yes,no,12728
35,management,married,tertiary,no,0,no,no,22842
36,services,single,secondary,no,511,yes,yes,28802
33,blue-collar,married,secondary,no,88,yes,no,1820
46,management,divorced,tertiary,no,-154,yes,yes,28643
66,retired,married,primary,no,3629,no,no,42834
41,technician,married,secondary,no,1344,no,no,22321
25,technician,single,secondary,no,0,no,yes,13108
44,technician,married,secondary,no,1127,yes,no,21652
34,management,single,tertiary,no,1612,no,no,23170
51,blue-collar,divorced,tertiary,no,257,yes,no,2605
37,technician,single,tertiary,no,-1,yes,no,29304
47,unemployed,married,secondary,no,312,no,no,17730
33,services,married,secondary,no,360,yes,no,28137
36,blue-collar,married,primary,no,733,yes,no,32727
43,technician,divorced,secondary,no,6835,no,no,11642
36,admin.,married,secondary,no,470,yes,no,18502
37,self-employed,married,secondary,no,1523,no,yes,12740
37,services,divorced,secondary,no,398,yes,yes,314
45,housemaid,married,tertiary,no,40,yes,no,41416
43,blue-collar,married,secondary,no,948,yes,no,32589
33,technician,married,tertiary,no,4401,no,no,33968
69,retired,married,secondary,no,21446,no,no,32184
55,blue-collar,married,primary,no,627,yes,no,235
29,services,married,secondary,no,30,yes,no,16353
39,blue-collar,married,primary,no,476,yes,no,36648
29,management,single,tertiary,no,42,yes,no,12313
41,blue-collar,divorced,primary,no,320,yes,no,29334
38,admin.,married,secondary,no,326,yes,no,32988
47,management,married,secondary,no,1077,no,no,18518
44,technician,married,secondary,no,111,yes,yes,17079
30,technician,single,primary,no,2731,yes,no,32062
47,services,single,secondary,no,33,yes,no,34508
41,blue-collar,married,secondary,no,2717,yes,yes,16769
49,management,married,tertiary,no,1304,yes,no,6315
31,technician,married,secondary,no,3322,yes,no,21056
48,blue-collar,married,primary,no,1001,yes,no,3560
42,blue-collar,married,primary,no,608,yes,no,35645
35,admin.,married,secondary,no,0,no,no,10415
41,blue-collar,divorced,secondary,no,3,yes,no,18550
35,blue-collar,married,primary,no,-167,yes,no,38093
38,entrepreneur,single,secondary,no,2543,no,no,44504
53,admin.,divorced,secondary,no,2647,yes,no,31918
31,management,married,tertiary,no,1402,no,no,27670
57,unknown,married,primary,no,8,no,no,41892
51,blue-collar,divorced,primary,no,155,yes,yes,31879
60,retired,married,secondary,no,2674,no,no,14258
68,retired,divorced,primary,no,250,no,no,29465
60,services,married,tertiary,no,6557,no,no,19632
54,entrepreneur,married,secondary,no,0,no,yes,14722
42,unemployed,married,secondary,no,1289,no,no,44195
52,technician,married,unknown,no,133,yes,no,1104
38,blue-collar,married,primary,no,-257,yes,yes,13604
55,management,married,tertiary,no,1433,no,no,10429
43,services,married,secondary,no,378,no,yes,20691
46,blue-collar,married,secondary,no,5,no,no,21259
39,management,single,tertiary,no,3202,yes,no,37694
28,admin.,single,tertiary,no,313,no,yes,44292
46,unemployed,single,secondary,no,836,no,no,24894
28,admin.,single,secondary,no,428,yes,yes,6479
59,retired,divorced,primary,no,47,yes,no,39237
35,management,single,tertiary,no,714,yes,no,31728
46,management,divorced,tertiary,no,25,no,no,11061
33,management,married,tertiary,no,4728,no,no,21176
29,technician,single,secondary,no,22008,yes,no,6877
29,management,single,tertiary,no,1351,no,no,43276
38,technician,married,secondary,no,133,yes,no,6690
35,self-employed,married,secondary,no,0,yes,no,12763
54,management,married,tertiary,no,2819,no,no,19725
56,blue-collar,married,primary,no,187,yes,no,16315
26,student,single,secondary,no,3096,yes,no,3027
25,technician,single,tertiary,no,43,yes,yes,6618
48,admin.,single,secondary,no,-874,yes,no,33647
34,management,single,tertiary,no,5284,yes,no,17684
33,admin.,married,secondary,no,372,yes,no,10523
61,admin.,divorced,tertiary,no,89,no,no,42344
55,unknown,married,tertiary,no,3567,no,no,33996
36,management,married,tertiary,no,0,yes,no,22169
34,management,married,tertiary,no,724,no,no,21223
41,unknown,married,unknown,no,779,no,no,18080
28,management,single,tertiary,no,1466,yes,no,16937
35,admin.,single,secondary,no,2830,no,no,11668
48,technician,married,secondary,no,547,no,no,19172
34,services,divorced,tertiary,no,800,yes,yes,35928
48,technician,married,secondary,no,1449,yes,yes,27946
29,management,single,tertiary,no,224,yes,no,33799
33,admin.,married,secondary,yes,-675,yes,no,6991
43,management,single,tertiary,no,1696,yes,no,41298
49,housemaid,married,secondary,no,81,no,yes,9943
48,services,married,secondary,no,1199,yes,no,2482
29,student,single,secondary,no,1093,yes,no,7387
59,management,married,tertiary,no,2319,yes,no,3484
70,retired,divorced,secondary,no,6850,no,no,44678
25,student,single,secondary,no,679,no,no,45108
47,housemaid,married,primary,no,32,no,no,19121
46,management,married,tertiary,no,16,yes,no,34796
37,blue-collar,married,primary,no,4997,no,no,9936
55,technician,divorced,tertiary,no,264,yes,no,7916
44,admin.,single,secondary,no,-30,yes,no,1147
34,technician,married,secondary,no,178,yes,no,37250
37,management,married,tertiary,no,1689,yes,no,7486
38,blue-collar,single,secondary,no,0,yes,no,36720
35,technician,single,secondary,no,176,no,no,19589
34,technician,single,secondary,no,1183,yes,no,4647
52,management,married,tertiary,no,6873,yes,no,27118
48,technician,married,secondary,no,268,no,no,14900
29,management,single,tertiary,yes,-1661,no,yes,17733
44,admin.,married,secondary,no,4826,yes,no,24450
47,blue-collar,married,primary,no,193,yes,no,23819
50,admin.,divorced,secondary,no,202,no,yes,24576
45,housemaid,married,primary,no,2239,no,no,17676
57,housemaid,married,secondary,no,0,no,no,22439
59,management,married,tertiary,no,833,yes,yes,27327
40,admin.,divorced,secondary,no,399,yes,yes,25393
46,management,married,tertiary,no,974,yes,no,11933
47,housemaid,married,primary,no,0,no,no,40740
38,admin.,single,tertiary,no,-898,yes,no,31934
44,admin.,married,secondary,no,1380,yes,no,36779
44,management,divorced,tertiary,no,71,yes,no,19643
46,self-employed,divorced,tertiary,no,21,no,no,17900
36,admin.,married,secondary,no,0,yes,no,15570
27,housemaid,married,primary,yes,-238,no,no,14324
58,management,divorced,unknown,no,2986,no,no,44820
42,management,divorced,primary,no,0,yes,no,25565
51,housemaid,married,unknown,no,2337,yes,no,41257
33,management,married,secondary,no,588,yes,no,38909
43,self-employed,single,primary,no,1337,yes,yes,26160
40,admin.,single,secondary,no,208,yes,yes,36187
51,management,married,tertiary,no,0,yes,yes,7236
37,unemployed,married,tertiary,no,1851,no,no,34003
48,housemaid,divorced,primary,no,1583,no,yes,15407
25,services,single,secondary,no,-107,yes,no,37802
27,blue-collar,married,secondary,no,102,no,yes,12977
36,unemployed,married,unknown,no,1437,no,no,11453
37,blue-collar,single,primary,no,6969,yes,no,4599
43,management,married,tertiary,no,46,no,no,23245
30,blue-collar,single,secondary,no,1073,yes,no,34514
35,blue-collar,married,secondary,no,53,yes,no,3853
42,management,divorced,secondary,yes,923,yes,no,11626
35,management,single,tertiary,no,2187,yes,no,44343
27,student,single,tertiary,no,13107,yes,no,43422
45,management,married,tertiary,no,-687,yes,yes,11337
45,unemployed,married,secondary,no,891,yes,no,42596
41,services,single,secondary,no,197,yes,no,4159
29,management,married,secondary,no,147,yes,yes,951
36,technician,married,secondary,no,594,no,yes,18983
43,technician,single,tertiary,no,1017,yes,no,4227
43,management,married,tertiary,no,1050,yes,yes,15299
35,blue-collar,married,secondary,no,1949,yes,no,8220
35,technician,married,secondary,no,523,yes,yes,3832
55,retired,married,secondary,no,123,no,no,23566
38,management,married,tertiary,no,93,yes,no,39491
43,services,married,secondary,no,-456,yes,no,7204
39,services,married,secondary,no,695,yes,no,6946
49,management,married,secondary,no,6758,yes,yes,6091
38,services,divorced,secondary,no,446,yes,no,11258
34,blue-collar,single,primary,no,279,yes,no,35614
28,student,single,tertiary,no,5741,no,no,44761
28,admin.,single,secondary,no,-215,yes,no,38454
39,self-employed,married,tertiary,no,1492,yes,no,16976
35,blue-collar,single,unknown,no,597,yes,no,37522
36,technician,married,secondary,no,930,no,no,20959
48,blue-collar,married,primary,no,816,yes,no,18281
56,management,single,tertiary,no,4542,no,no,2049
53,unemployed,single,primary,no,183,no,no,40216
37,blue-collar,married,primary,no,1779,yes,no,11908
59,blue-collar,divorced,secondary,no,1774,no,yes,30173
46,self-employed,married,primary,no,49,no,no,23329
19,student,single,secondary,no,55,no,no,41707
39,management,married,tertiary,no,1070,yes,yes,13573
50,blue-collar,married,secondary,no,5,no,no,11359
47,unemployed,single,tertiary,no,44,no,no,43044
33,management,married,tertiary,no,4,yes,yes,16628
43,blue-collar,married,secondary,no,678,yes,yes,31953
24,blue-collar,married,secondary,no,685,yes,no,6007
50,technician,married,secondary,no,3503,yes,no,9548
30,management,married,tertiary,no,0,no,no,19662
44,technician,married,unknown,no,185,yes,yes,1415
51,services,married,primary,no,314,yes,yes,36004
50,blue-collar,married,secondary,no,464,no,yes,9519
42,technician,divorced,tertiary,no,2517,no,no,23350
53,blue-collar,married,primary,no,421,yes,no,26505
51,retired,divorced,primary,no,1193,yes,no,17968
42,technician,married,secondary,no,1066,no,no,39538
43,blue-collar,married,primary,no,-418,yes,yes,38021
25,blue-collar,single,secondary,no,1857,yes,no,44149
78,retired,married,primary,no,14204,no,no,45119
47,blue-collar,married,secondary,no,33,no,no,24398
34,blue-collar,married,secondary,no,2542,yes,no,37968
38,blue-collar,single,secondary,no,711,yes,no,43125
34,blue-collar,married,primary,no,2720,yes,no,32441
25,self-employed,single,secondary,no,933,yes,no,35582
27,admin.,single,secondary,no,416,no,no,44578
48,unemployed,married,secondary,no,1218,no,no,18898
33,blue-collar,married,secondary,no,328,yes,no,25328
27,blue-collar,single,secondary,no,100,yes,no,36275
37,blue-collar,single,secondary,no,6,no,no,28560
32,blue-collar,married,secondary,no,2502,yes,no,16686
33,management,married,tertiary,no,3713,yes,no,26648
24,services,single,secondary,no,-141,yes,no,8852
54,technician,married,tertiary,no,395,no,no,43603
34,technician,married,secondary,no,1641,yes,no,32650
32,management,married,tertiary,no,663,yes,no,19580
30,admin.,married,secondary,no,40,yes,yes,3798
47,unemployed,single,secondary,no,4819,no,no,24800
34,technician,married,secondary,no,0,yes,no,44391
34,management,single,tertiary,no,8038,yes,no,33154
32,management,married,tertiary,no,124,no,no,6332
34,admin.,divorced,secondary,no,0,yes,yes,14446
36,admin.,divorced,secondary,no,-37,yes,no,6354
55,management,divorced,tertiary,no,2383,no,no,40631
30,blue-collar,single,secondary,no,16,yes,no,4188
40,blue-collar,married,secondary,no,-450,yes,no,38274
51,blue-collar,married,primary,no,230,yes,no,412
39,management,married,tertiary,no,246,no,no,20225
29,blue-collar,single,secondary,no,992,yes,yes,7035
27,admin.,single,secondary,no,3629,no,no,40313
33,technician,married,secondary,no,1026,no,no,44414
31,entrepreneur,married,tertiary,no,5156,yes,no,17149
36,blue-collar,married,primary,no,123,yes,no,38964
48,management,married,tertiary,yes,0,yes,no,18508
37,admin.,divorced,secondary,yes,-302,no,no,11025
29,entrepreneur,single,tertiary,no,11,yes,no,2156
32,housemaid,divorced,secondary,no,0,yes,no,14088
34,management,married,tertiary,no,1310,no,no,28664
37,entrepreneur,married,tertiary,no,41,no,no,14357
38,technician,married,tertiary,no,52,yes,no,32016
34,admin.,single,secondary,no,303,no,no,42538
57,blue-collar,married,unknown,no,3196,no,no,23499
37,management,married,tertiary,no,425,yes,no,4411
39,technician,married,primary,no,644,yes,no,3475
31,management,single,tertiary,no,98,no,no,20154
47,management,married,tertiary,no,385,yes,no,32749
40,admin.,single,secondary,no,985,yes,no,32189
