contact,day,month,duration,campaign,pdays,previous,poutcome,y,uid
telephone,29,jul,647,2,-1,0,unknown,no,17621
cellular,31,jul,470,4,-1,0,unknown,no,18716
cellular,4,feb,137,2,-1,0,unknown,no,29971
cellular,4,jun,105,1,-1,0,unknown,no,40079
cellular,26,aug,42,7,-1,0,unknown,no,22942
cellular,16,feb,93,5,-1,0,unknown,yes,31078
cellular,6,may,7,11,351,1,failure,no,34731
cellular,2,feb,102,2,-1,0,unknown,no,29369
telephone,21,nov,1074,1,-1,0,unknown,yes,27235
cellular,19,nov,46,1,-1,0,unknown,no,25667
unknown,26,may,238,2,-1,0,unknown,no,5988
cellular,4,aug,144,2,-1,0,unknown,no,18980
cellular,29,jul,100,12,-1,0,unknown,no,17688
cellular,31,jul,119,1,-1,0,unknown,no,18589
cellular,24,jul,209,2,-1,0,unknown,no,16808
cellular,21,nov,13,3,113,2,other,no,27008
unknown,30,may,557,2,-1,0,unknown,no,7720
cellular,9,jun,239,4,-1,0,unknown,yes,40218
cellular,13,oct,306,1,67,2,success,no,41764
unknown,5,may,188,2,-1,0,unknown,no,89
cellular,10,jul,160,1,-1,0,unknown,no,13754
cellular,14,apr,114,2,-1,0,unknown,no,32053
cellular,5,jun,89,2,-1,0,unknown,no,40174
cellular,8,aug,445,4,-1,0,unknown,no,20072
cellular,11,jul,89,1,-1,0,unknown,no,14024
cellular,20,aug,216,3,-1,0,unknown,no,22037
cellular,12,aug,100,1,-1,0,unknown,no,40881
unknown,27,may,260,1,-1,0,unknown,no,6170
cellular,19,nov,79,1,-1,0,unknown,no,25671
cellular,15,may,709,5,-1,0,unknown,yes,38562
telephone,18,may,54,4,-1,0,unknown,no,39265
telephone,13,jul,617,1,377,1,success,yes,44152
cellular,14,apr,461,2,335,1,failure,no,32054
cellular,28,aug,283,1,-1,0,unknown,no,41337
cellular,26,may,147,1,40,1,failure,no,39593
unknown,15,may,855,4,-1,0,unknown,no,3599
cellular,26,aug,120,6,-1,0,unknown,no,23104
unknown,16,may,206,4,-1,0,unknown,no,3672
unknown,5,jun,153,1,-1,0,unknown,no,9103
cellular,28,jan,561,1,-1,0,unknown,no,27847
cellular,28,jan,98,2,241,1,failure,no,42794
unknown,30,may,31,6,-1,0,unknown,no,7807
unknown,5,jun,1865,2,-1,0,unknown,yes,9206
cellular,19,nov,214,3,-1,0,unknown,no,26092
cellular,18,nov,467,1,-1,0,unknown,no,25417
cellular,17,apr,172,1,-1,0,unknown,no,32588
cellular,28,aug,26,19,-1,0,unknown,no,23733
unknown,28,may,210,1,-1,0,unknown,no,6665
unknown,19,may,257,1,-1,0,unknown,no,4185
cellular,6,aug,315,2,-1,0,unknown,no,19342
cellular,9,jul,118,1,-1,0,unknown,no,13528
cellular,8,aug,119,1,-1,0,unknown,no,19983
cellular,21,nov,262,1,-1,0,unknown,no,27072
cellular,17,apr,204,5,-1,0,unknown,no,33001
unknown,4,jun,324,1,-1,0,unknown,no,8874
telephone,28,jul,137,2,-1,0,unknown,no,17259
unknown,24,jun,790,3,-1,0,unknown,no,12270
cellular,28,may,85,1,-1,0,unknown,no,39737
cellular,22,jul,262,1,-1,0,unknown,no,16202
telephone,30,oct,246,1,-1,0,unknown,no,24111
cellular,23,jul,16,1,-1,0,unknown,no,16296
cellular,4,feb,113,1,-1,0,unknown,no,30009
cellular,26,aug,124,4,-1,0,unknown,no,23050
unknown,20,may,212,2,-1,0,unknown,no,4643
cellular,10,jul,277,1,-1,0,unknown,no,13856
cellular,14,aug,90,2,-1,0,unknown,no,20956
cellular,8,jun,58,2,-1,0,unknown,no,40193
cellular,25,may,101,1,-1,0,unknown,no,39451
cellular,12,aug,105,2,-1,0,unknown,no,20485
telephone,28,jan,172,1,-1,0,unknown,no,27832
cellular,21,nov,529,1,-1,0,unknown,yes,27024
cellular,5,feb,62,1,-1,0,unknown,no,30252
cellular,31,jul,24,16,-1,0,unknown,no,18730
unknown,6,jun,129,2,-1,0,unknown,no,9518
cellular,23,jul,91,7,-1,0,unknown,no,16437
cellular,19,aug,486,4,-1,0,unknown,no,21697
cellular,26,aug,133,11,-1,0,unknown,no,23115
cellular,6,aug,170,2,-1,0,unknown,no,19358
unknown,7,may,41,3,-1,0,unknown,no,1128
cellular,30,jan,86,1,-1,0,unknown,no,28847
cellular,2,feb,83,1,-1,0,unknown,no,29019
cellular,14,may,432,1,-1,0,unknown,no,37886
unknown,29,may,184,3,-1,0,unknown,no,7460
unknown,18,jun,185,4,-1,0,unknown,no,11136
cellular,23,apr,158,1,-1,0,unknown,yes,33795
telephone,14,may,57,1,-1,0,unknown,no,37969
cellular,10,jul,324,1,-1,0,unknown,no,13810
cellular,15,may,122,2,343,4,failure,no,38283
cellular,22,may,807,1,310,1,other,no,39404
cellular,3,feb,109,4,267,6,failure,no,29694
cellular,8,oct,611,2,183,1,success,yes,41743
cellular,12,may,51,2,342,3,failure,no,36721
cellular,20,apr,69,1,-1,0,unknown,no,33317
cellular,30,jul,65,5,-1,0,unknown,no,17919
cellular,14,aug,155,2,-1,0,unknown,no,21026
cellular,15,may,391,1,-1,0,unknown,no,38232
cellular,6,may,182,1,90,8,failure,no,43647
cellular,30,apr,155,1,164,1,failure,no,33905
unknown,2,jun,548,2,-1,0,unknown,no,8323
cellular,13,may,172,3,173,1,other,no,37387
cellular,23,jul,206,3,-1,0,unknown,no,16467
cellular,21,nov,177,2,184,1,failure,no,27477
cellular,20,apr,122,3,-1,0,unknown,no,33179
cellular,9,feb,120,2,104,2,failure,yes,42960
cellular,25,oct,129,1,-1,0,unknown,no,45109
cellular,16,jul,378,2,-1,0,unknown,no,14919
cellular,7,aug,93,2,-1,0,unknown,no,19454
cellular,22,aug,232,2,-1,0,unknown,no,22469
cellular,19,feb,88,2,-1,0,unknown,no,31140
cellular,8,jul,1061,4,-1,0,unknown,yes,13303
cellular,18,jul,67,11,-1,0,unknown,no,15299
cellular,8,may,500,1,-1,0,unknown,no,35732
unknown,5,may,310,4,-1,0,unknown,no,283
cellular,24,jul,346,1,-1,0,unknown,no,16605
unknown,16,may,74,1,-1,0,unknown,no,3900
unknown,23,may,14,2,-1,0,unknown,no,5360
cellular,13,may,152,1,348,1,failure,no,37252
unknown,30,may,26,25,-1,0,unknown,no,7911
cellular,4,feb,68,2,-1,0,unknown,no,30108
unknown,28,may,629,2,-1,0,unknown,no,6923
unknown,25,jun,151,1,-1,0,unknown,no,12304
cellular,9,jul,315,4,-1,0,unknown,no,40564
cellular,4,aug,320,1,-1,0,unknown,no,40613
cellular,29,oct,136,1,148,1,failure,yes,42060
cellular,15,jul,90,1,-1,0,unknown,no,14648
unknown,13,may,43,2,-1,0,unknown,no,2615
cellular,21,nov,8,2,-1,0,unknown,no,27648
cellular,30,apr,68,1,86,1,success,no,34037
cellular,18,jul,113,1,-1,0,unknown,no,15347
cellular,19,nov,299,4,107,2,failure,no,26058
cellular,30,jan,337,4,-1,0,unknown,no,28822
cellular,4,may,601,3,-1,0,unknown,yes,34303
cellular,20,nov,931,4,-1,0,unknown,yes,26456
cellular,18,nov,107,1,-1,0,unknown,no,24953
cellular,8,aug,151,2,-1,0,unknown,no,19845
cellular,30,jul,75,5,-1,0,unknown,no,18186
cellular,6,may,839,2,188,1,success,yes,34922
unknown,8,may,116,2,-1,0,unknown,no,1527
unknown,20,may,166,1,-1,0,unknown,no,4592
cellular,16,apr,127,1,-1,0,unknown,yes,32350
unknown,16,may,291,1,-1,0,unknown,no,3891
telephone,5,feb,110,1,87,2,failure,no,42907
cellular,21,jul,149,7,-1,0,unknown,no,15772
cellular,15,jul,146,4,-1,0,unknown,no,14707
telephone,4,aug,250,2,187,2,success,yes,44407
unknown,3,jul,515,2,-1,0,unknown,no,12575
cellular,18,nov,74,1,-1,0,unknown,no,24866
cellular,29,jan,56,2,223,5,failure,no,28556
unknown,19,may,198,1,-1,0,unknown,no,4110
unknown,28,may,593,1,-1,0,unknown,no,6622
cellular,16,jul,1656,5,-1,0,unknown,yes,14962
cellular,7,aug,180,3,-1,0,unknown,no,19676
cellular,4,feb,74,1,-1,0,unknown,no,29886
cellular,7,jul,87,2,-1,0,unknown,no,12734
cellular,7,aug,65,2,-1,0,unknown,no,19630
cellular,12,may,119,1,294,5,failure,no,36760
cellular,11,nov,166,3,97,7,success,yes,42222
cellular,3,feb,43,5,263,2,failure,no,29653
cellular,11,may,105,1,336,2,failure,no,36192
unknown,4,jun,80,6,-1,0,unknown,no,8940
cellular,15,may,65,2,-1,0,unknown,no,38428
cellular,10,jul,227,1,-1,0,unknown,no,13944
unknown,13,may,382,2,-1,0,unknown,no,2357
cellular,12,aug,52,2,-1,0,unknown,no,20467
cellular,7,may,58,1,-1,0,unknown,no,35364
unknown,20,jun,73,3,-1,0,unknown,no,11680
cellular,16,jul,158,1,-1,0,unknown,no,14901
unknown,8,may,541,3,-1,0,unknown,yes,1201
cellular,16,apr,91,2,268,1,failure,no,32387
cellular,29,jul,33,2,-1,0,unknown,no,17623
unknown,1,apr,111,1,-1,0,unknown,yes,43400
cellular,18,may,66,1,-1,0,unknown,no,39085
cellular,2,mar,202,2,-1,0,unknown,no,31218
cellular,22,aug,105,1,-1,0,unknown,no,22562
unknown,16,jun,110,8,-1,0,unknown,no,10637
cellular,15,may,679,1,366,4,failure,yes,38484
unknown,16,jun,270,15,-1,0,unknown,no,10491
cellular,2,feb,94,1,5,2,other,no,28917
cellular,17,nov,99,1,126,3,failure,no,24571
cellular,25,aug,288,12,-1,0,unknown,no,22660
cellular,5,aug,836,1,-1,0,unknown,yes,19023
cellular,25,aug,51,5,-1,0,unknown,no,22871
cellular,20,aug,71,2,-1,0,unknown,no,21918
cellular,20,oct,316,2,92,3,failure,no,45066
cellular,18,jul,67,1,-1,0,unknown,no,15406
cellular,29,jan,330,2,-1,0,unknown,no,28407
telephone,17,oct,24,1,-1,0,unknown,no,24043
cellular,23,jun,339,1,183,5,success,yes,43969
unknown,7,may,154,2,-1,0,unknown,no,1046
cellular,21,nov,45,1,-1,0,unknown,no,26993
unknown,23,jun,25,2,-1,0,unknown,no,12262
cellular,21,nov,202,1,106,5,failure,no,27181
cellular,7,jul,84,1,-1,0,unknown,no,12814
cellular,19,aug,451,6,-1,0,unknown,no,21695
cellular,5,feb,80,2,-1,0,unknown,no,30491
cellular,27,may,138,2,-1,0,unknown,no,39674
telephone,12,may,155,2,-1,0,unknown,no,36937
cellular,12,may,98,5,-1,0,unknown,no,36901
cellular,3,jun,157,1,-1,0,unknown,no,40008
unknown,18,jun,417,3,-1,0,unknown,no,11145
unknown,23,may,138,6,-1,0,unknown,no,5456
telephone,23,apr,263,4,-1,0,unknown,yes,43528
cellular,2,jun,596,1,-1,0,unknown,yes,39867
cellular,25,jul,171,1,-1,0,unknown,no,17091
cellular,29,jul,124,2,-1,0,unknown,no,17590
unknown,28,may,1730,1,-1,0,unknown,yes,6919
telephone,19,nov,178,2,-1,0,unknown,no,26050
unknown,11,jun,211,17,-1,0,unknown,no,10189
telephone,15,jun,94,2,-1,0,unknown,no,40241
cellular,19,nov,98,2,-1,0,unknown,no,25460
cellular,13,may,469,1,-1,0,unknown,yes,37310
cellular,20,aug,65,2,-1,0,unknown,no,21941
cellular,23,jul,387,1,-1,0,unknown,no,16352
unknown,29,may,162,2,-1,0,unknown,no,7395
cellular,21,aug,211,4,-1,0,unknown,no,22097
cellular,8,apr,83,1,-1,0,unknown,no,31804
unknown,8,may,162,1,-1,0,unknown,no,1279
telephone,18,nov,40,1,-1,0,unknown,no,24776
unknown,20,may,196,6,-1,0,unknown,no,4679
cellular,12,may,106,3,-1,0,unknown,no,36861
cellular,4,feb,313,2,-1,0,unknown,no,29859
cellular,20,aug,559,3,-1,0,unknown,no,22030
telephone,9,dec,595,1,-1,0,unknown,yes,42461
cellular,7,may,1262,3,-1,0,unknown,yes,35595
cellular,8,jul,460,3,-1,0,unknown,yes,13112
cellular,18,nov,139,2,-1,0,unknown,no,25217
cellular,21,jul,126,4,-1,0,unknown,no,15608
cellular,14,may,444,1,-1,0,unknown,no,37827
cellular,22,aug,112,3,-1,0,unknown,no,22569
telephone,27,aug,220,16,-1,0,unknown,no,23261
unknown,16,may,76,21,-1,0,unknown,no,3937
cellular,4,feb,765,2,-1,0,unknown,no,30022
telephone,14,may,536,3,-1,0,unknown,no,37556
unknown,7,may,279,1,-1,0,unknown,no,965
cellular,13,may,564,2,265,4,other,no,36990
unknown,3,jun,180,3,-1,0,unknown,no,8652
unknown,3,jun,70,6,-1,0,unknown,no,8681
unknown,16,may,335,1,-1,0,unknown,no,3844
cellular,7,may,249,2,169,1,failure,no,35542
unknown,3,jun,406,3,-1,0,unknown,no,8473
unknown,19,jun,405,2,-1,0,unknown,no,11573
cellular,12,may,79,1,329,2,failure,no,36669
unknown,18,nov,287,2,-1,0,unknown,no,25032
cellular,17,nov,696,2,-1,0,unknown,yes,24442
cellular,14,aug,123,2,-1,0,unknown,no,20960
cellular,21,jul,319,1,-1,0,unknown,no,15807
cellular,6,may,72,1,-1,0,unknown,no,34802
unknown,23,may,174,1,-1,0,unknown,no,5226
cellular,16,jul,156,1,-1,0,unknown,no,14815
cellular,5,may,443,4,-1,0,unknown,yes,43638
unknown,28,may,58,1,-1,0,unknown,no,6630
cellular,15,may,19,2,-1,0,unknown,no,38648
cellular,13,oct,78,1,216,1,failure,no,41766
unknown,18,jun,156,3,-1,0,unknown,no,11139
cellular,14,may,144,3,366,1,failure,no,38050
cellular,10,jul,144,1,-1,0,unknown,no,13724
telephone,10,jul,311,27,-1,0,unknown,no,14009
unknown,30,may,47,8,-1,0,unknown,no,7716
cellular,20,aug,113,3,-1,0,unknown,no,22034
cellular,25,jan,195,1,95,2,success,no,42710
cellular,20,aug,696,3,-1,0,unknown,no,22003
unknown,15,may,254,1,-1,0,unknown,no,3210
unknown,5,may,577,1,-1,0,unknown,no,201
cellular,8,jul,206,1,-1,0,unknown,no,13176
cellular,7,may,174,1,343,2,failure,no,35384
unknown,17,jun,76,4,-1,0,unknown,no,11037
cellular,17,apr,95,4,-1,0,unknown,no,32934
cellular,21,nov,758,1,-1,0,unknown,yes,27092
cellular,3,jun,78,2,44,2,failure,no,40043
unknown,5,may,105,2,-1,0,unknown,no,310
telephone,31,jul,6,2,-1,0,unknown,no,18707
cellular,11,aug,138,3,-1,0,unknown,no,20156
unknown,28,may,259,2,-1,0,unknown,no,6945
cellular,19,nov,67,3,-1,0,unknown,no,25856
cellular,28,aug,39,5,-1,0,unknown,no,23707
unknown,2,jun,746,2,-1,0,unknown,no,8286
cellular,8,jun,380,1,-1,0,unknown,yes,43881
cellular,28,aug,73,7,-1,0,unknown,no,23476
cellular,14,jul,184,2,-1,0,unknown,no,14431
cellular,30,jul,354,3,-1,0,unknown,no,18169
unknown,28,may,860,2,-1,0,unknown,no,6872
cellular,21,aug,172,6,-1,0,unknown,no,22201
unknown,21,may,1162,2,-1,0,unknown,no,5055
cellular,18,nov,102,1,-1,0,unknown,no,24981
cellular,3,feb,258,4,-1,0,unknown,no,29527
cellular,7,jul,535,1,-1,0,unknown,no,12881
unknown,27,may,277,4,-1,0,unknown,no,6118
unknown,19,jun,240,6,-1,0,unknown,no,11383
unknown,29,may,118,1,-1,0,unknown,no,7221
cellular,11,may,289,5,-1,0,unknown,no,36322
unknown,6,jun,100,2,-1,0,unknown,no,9400
unknown,4,jun,153,1,-1,0,unknown,no,8783
cellular,20,nov,177,1,-1,0,unknown,no,26381
unknown,27,may,322,5,-1,0,unknown,no,6090
unknown,14,may,253,1,-1,0,unknown,no,2844
cellular,27,aug,146,7,-1,0,unknown,no,23189
unknown,20,may,68,1,-1,0,unknown,no,4543
unknown,16,may,65,3,-1,0,unknown,no,4022
unknown,4,jun,272,1,-1,0,unknown,no,8843
cellular,21,nov,365,1,100,2,failure,no,27168
unknown,6,jun,85,3,-1,0,unknown,no,9578
unknown,29,may,162,2,-1,0,unknown,no,7249
cellular,9,jul,90,10,-1,0,unknown,no,13514
cellular,4,may,364,2,-1,0,unknown,no,34224
unknown,19,jun,216,1,-1,0,unknown,no,11429
cellular,11,may,442,1,370,3,failure,no,36142
cellular,20,nov,157,2,-1,0,unknown,no,26855
cellular,29,aug,461,2,-1,0,unknown,no,23847
cellular,14,aug,370,4,-1,0,unknown,no,21027
unknown,30,jun,202,1,-1,0,unknown,no,12432
cellular,4,feb,199,1,-1,0,unknown,no,29828
unknown,5,jun,38,1,-1,0,unknown,no,8966
cellular,6,feb,7,6,-1,0,unknown,no,30750
cellular,19,nov,364,2,175,2,success,no,25479
cellular,22,feb,261,1,264,1,failure,yes,43093
cellular,16,apr,517,1,255,1,failure,no,32303
unknown,30,jun,141,4,-1,0,unknown,no,12424
cellular,18,nov,229,2,-1,0,unknown,no,25222
unknown,15,may,233,3,-1,0,unknown,no,3570
cellular,28,jan,132,1,-1,0,unknown,yes,42779
cellular,10,dec,429,1,-1,0,unknown,yes,42470
cellular,25,aug,343,4,-1,0,unknown,no,22737
cellular,18,nov,394,2,-1,0,unknown,no,25377
cellular,28,jan,188,1,-1,0,unknown,no,27946
unknown,14,may,129,2,-1,0,unknown,no,2989
unknown,7,may,1574,2,-1,0,unknown,yes,1088
cellular,1,jun,263,1,-1,0,unknown,yes,39767
cellular,21,nov,77,5,-1,0,unknown,no,27546
cellular,19,aug,339,2,-1,0,unknown,no,21566
unknown,5,may,130,1,-1,0,unknown,no,175
cellular,28,jul,44,3,-1,0,unknown,no,17161
cellular,14,may,201,1,350,2,failure,no,37626
cellular,7,may,378,1,-1,0,unknown,no,35618
cellular,26,oct,259,1,103,2,other,yes,45117
cellular,14,aug,857,2,-1,0,unknown,yes,21054
cellular,6,may,613,1,87,3,success,yes,43643
unknown,23,may,189,1,-1,0,unknown,no,5256
cellular,16,oct,109,5,-1,0,unknown,no,41851
cellular,28,jan,91,1,231,1,failure,no,27792
cellular,9,feb,10,6,-1,0,unknown,no,30818
unknown,20,jun,7,3,-1,0,unknown,no,12162
cellular,23,jul,152,1,-1,0,unknown,no,16406
cellular,25,aug,43,4,-1,0,unknown,no,22874
unknown,8,may,159,1,-1,0,unknown,no,1235
cellular,20,nov,77,1,-1,0,unknown,no,26385
unknown,25,jun,268,1,-1,0,unknown,no,12293
telephone,30,jan,66,1,241,1,other,no,28683
cellular,13,may,297,2,-1,0,unknown,no,37385
cellular,30,jan,199,1,205,1,failure,no,28746
cellular,14,jul,356,3,-1,0,unknown,no,14496
unknown,19,may,181,1,-1,0,unknown,no,4074
cellular,28,jul,121,3,-1,0,unknown,no,17364
cellular,12,may,187,1,-1,0,unknown,no,36555
unknown,15,may,263,4,-1,0,unknown,no,3614
unknown,20,jun,116,3,-1,0,unknown,no,12021
cellular,11,feb,283,3,-1,0,unknown,no,43009
cellular,26,aug,471,8,-1,0,unknown,no,23080
cellular,28,jan,296,1,-1,0,unknown,no,27979
cellular,1,jun,113,1,-1,0,unknown,no,39754
cellular,5,feb,502,2,-1,0,unknown,no,30413
unknown,29,may,365,2,-1,0,unknown,no,7241
cellular,11,may,341,1,-1,0,unknown,no,36093
unknown,26,may,14,38,-1,0,unknown,no,5722
cellular,5,aug,201,2,-1,0,unknown,no,19003
unknown,26,may,472,3,-1,0,unknown,no,5943
cellular,6,may,242,2,169,2,failure,no,35083
cellular,29,jan,866,2,-1,0,unknown,yes,28454
unknown,12,may,95,3,-1,0,unknown,no,2300
unknown,30,may,53,2,-1,0,unknown,no,7679
cellular,18,may,399,1,-1,0,unknown,no,39043
cellular,2,feb,699,1,272,1,failure,yes,28995
telephone,20,nov,88,6,113,13,other,no,26837
cellular,11,aug,149,2,-1,0,unknown,no,20223
cellular,21,nov,532,1,-1,0,unknown,no,27214
cellular,18,nov,231,2,-1,0,unknown,no,25223
unknown,3,jun,207,1,-1,0,unknown,no,8377
cellular,15,may,12,5,-1,0,unknown,no,38291
cellular,7,aug,895,3,-1,0,unknown,yes,19691
cellular,18,jul,151,1,-1,0,unknown,no,15334
unknown,19,jun,70,1,-1,0,unknown,no,11384
unknown,2,jun,100,2,-1,0,unknown,no,7962
cellular,14,jul,68,3,-1,0,unknown,no,14376
unknown,16,may,178,1,-1,0,unknown,no,3837
cellular,13,may,185,2,278,3,failure,no,37454
unknown,14,may,153,1,-1,0,unknown,no,2831
cellular,23,apr,203,4,-1,0,unknown,yes,33796
cellular,22,aug,361,4,-1,0,unknown,no,22515
telephone,25,jul,72,8,-1,0,unknown,no,17085
unknown,16,may,448,2,-1,0,unknown,no,3695
cellular,22,jul,128,1,-1,0,unknown,no,16085
cellular,16,apr,948,1,-1,0,unknown,no,32424
cellular,29,jul,109,3,-1,0,unknown,no,17610
cellular,6,may,1205,1,-1,0,unknown,yes,34899
cellular,7,may,249,4,332,3,failure,no,35543
cellular,11,may,89,1,-1,0,unknown,no,36278
unknown,27,may,755,1,-1,0,unknown,no,6326
cellular,19,nov,225,5,-1,0,unknown,no,26053
cellular,25,aug,76,1,-1,0,unknown,no,41275
cellular,5,feb,55,1,8,1,other,no,30395
cellular,6,aug,79,3,-1,0,unknown,no,19426
cellular,7,dec,200,1,196,2,failure,no,42435
unknown,1,jul,161,1,-1,0,unknown,no,12460
unknown,3,jun,166,1,-1,0,unknown,no,8373
telephone,20,jul,1008,2,-1,0,unknown,yes,44246
cellular,8,may,262,3,-1,0,unknown,no,35628
cellular,11,oct,251,1,430,1,failure,no,44983
cellular,13,may,1970,3,-1,0,unknown,yes,37378
cellular,16,nov,333,2,-1,0,unknown,no,45199
cellular,12,may,242,2,-1,0,unknown,no,36824
cellular,12,nov,177,1,92,1,failure,no,42237
cellular,30,jul,74,3,-1,0,unknown,no,18036
cellular,21,nov,264,2,172,1,failure,no,27245
unknown,13,may,353,1,-1,0,unknown,no,2539
cellular,28,jan,449,2,-1,0,unknown,no,27896
telephone,11,may,22,1,-1,0,unknown,no,36036
cellular,6,may,103,3,168,1,failure,no,35057
unknown,15,may,750,2,-1,0,unknown,no,3294
unknown,9,may,237,1,-1,0,unknown,no,1687
cellular,22,sep,239,1,99,2,success,yes,41615
unknown,2,jun,72,3,-1,0,unknown,no,8138
cellular,18,may,9,11,350,11,other,no,38777
unknown,20,jun,55,2,-1,0,unknown,no,12078
unknown,2,jun,689,3,-1,0,unknown,no,8329
cellular,14,aug,266,2,-1,0,unknown,no,20975
unknown,20,jun,267,2,-1,0,unknown,no,12091
unknown,16,jun,216,3,-1,0,unknown,no,10696
telephone,8,oct,369,2,690,3,failure,yes,44961
cellular,21,nov,534,2,-1,0,unknown,yes,27575
unknown,28,may,88,3,-1,0,unknown,no,7032
cellular,15,may,14,2,-1,0,unknown,no,38651
cellular,7,jul,718,2,-1,0,unknown,yes,12719
cellular,8,jul,221,1,-1,0,unknown,no,13213
cellular,4,feb,112,3,-1,0,unknown,no,29860
unknown,5,may,143,2,-1,0,unknown,no,333
cellular,6,feb,138,2,-1,0,unknown,no,30742
cellular,28,jan,451,1,-1,0,unknown,no,27776
cellular,19,nov,332,4,-1,0,unknown,no,26084
cellular,25,aug,256,8,-1,0,unknown,no,22861
cellular,25,aug,343,2,-1,0,unknown,no,22701
unknown,19,may,314,1,-1,0,unknown,no,4230
cellular,12,aug,227,1,-1,0,unknown,no,40934
cellular,11,aug,367,4,-1,0,unknown,no,20086
unknown,7,may,371,2,-1,0,unknown,no,990
cellular,16,apr,235,2,335,2,failure,no,32369
cellular,21,nov,347,1,184,2,failure,no,27310
cellular,19,nov,193,3,-1,0,unknown,no,26089
unknown,29,may,184,1,-1,0,unknown,no,7127
cellular,28,jan,138,1,-1,0,unknown,no,27846
cellular,13,may,87,3,364,1,failure,no,37020
cellular,16,apr,71,2,330,2,failure,no,32397
telephone,30,oct,177,2,-1,0,unknown,no,42093
unknown,29,may,144,1,-1,0,unknown,no,7311
cellular,5,may,176,2,341,3,failure,no,34670
cellular,13,may,169,2,-1,0,unknown,no,37370
unknown,20,may,325,3,-1,0,unknown,no,4640
unknown,23,may,245,1,-1,0,unknown,no,5229
unknown,5,may,193,1,-1,0,unknown,no,81
cellular,29,jan,229,1,-1,0,unknown,no,28445
cellular,18,feb,224,3,-1,0,unknown,yes,31128
cellular,18,nov,475,1,-1,0,unknown,no,25115
cellular,22,aug,205,4,-1,0,unknown,no,22463
unknown,8,may,66,2,-1,0,unknown,no,1448
unknown,6,jun,32,2,-1,0,unknown,no,9436
cellular,25,jul,320,3,-1,0,unknown,no,16874
unknown,22,jul,23,1,531,3,failure,no,44260
cellular,19,nov,648,1,-1,0,unknown,no,25575
cellular,9,jul,607,4,-1,0,unknown,no,13681
unknown,30,may,324,3,-1,0,unknown,no,7884
unknown,27,may,160,1,-1,0,unknown,no,6373
telephone,5,may,110,1,89,4,failure,no,43633
cellular,8,apr,110,1,-1,0,unknown,no,31821
cellular,5,may,415,1,-1,0,unknown,no,34445
cellular,3,feb,157,1,-1,0,unknown,yes,29516
unknown,21,may,420,2,-1,0,unknown,no,5197
cellular,13,may,366,3,348,2,failure,yes,37305
telephone,31,jul,29,16,-1,0,unknown,no,18799
unknown,26,may,66,3,-1,0,unknown,no,6041
cellular,3,feb,254,1,-1,0,unknown,no,29596
unknown,14,may,124,1,-1,0,unknown,no,2826
cellular,12,aug,338,2,-1,0,unknown,no,20508
cellular,6,oct,386,1,184,1,other,no,44940
unknown,16,may,410,1,-1,0,unknown,no,3796
unknown,28,may,202,2,-1,0,unknown,no,6705
unknown,21,may,244,1,-1,0,unknown,no,4908
unknown,14,may,267,8,-1,0,unknown,no,3036
unknown,16,jun,215,3,-1,0,unknown,no,10608
cellular,18,oct,509,1,185,3,success,yes,45040
cellular,7,apr,1063,1,-1,0,unknown,no,31727
unknown,12,jun,93,1,-1,0,unknown,no,10321
unknown,29,may,107,2,-1,0,unknown,no,7111
cellular,12,aug,163,2,-1,0,unknown,no,20557
cellular,20,apr,96,2,150,2,failure,no,33350
telephone,22,jul,425,2,-1,0,unknown,no,15952
cellular,7,aug,63,2,-1,0,unknown,no,19628
cellular,21,aug,508,6,-1,0,unknown,no,22228
cellular,14,aug,707,2,-1,0,unknown,yes,20969
cellular,8,aug,116,2,-1,0,unknown,no,20069
unknown,9,jun,700,1,-1,0,unknown,yes,9837
cellular,11,aug,667,2,-1,0,unknown,no,20118
cellular,20,apr,86,2,-1,0,unknown,no,33449
cellular,16,jul,169,5,-1,0,unknown,no,14957
cellular,25,jul,174,3,-1,0,unknown,no,16951
cellular,1,sep,28,2,-1,0,unknown,no,41380
telephone,12,may,179,4,-1,0,unknown,no,36691
unknown,6,jun,114,7,-1,0,unknown,no,9609
cellular,19,nov,551,1,183,1,failure,no,25951
cellular,29,jan,57,2,248,38,failure,no,28499
cellular,15,jul,163,6,-1,0,unknown,no,14746
cellular,20,apr,199,6,-1,0,unknown,no,33185
unknown,19,may,18,1,-1,0,unknown,no,4133
unknown,17,jun,71,1,-1,0,unknown,no,10837
cellular,28,aug,14,8,-1,0,unknown,no,23540
cellular,24,jul,604,1,-1,0,unknown,no,16628
cellular,7,aug,109,6,-1,0,unknown,no,19609
cellular,19,aug,281,2,-1,0,unknown,no,21664
cellular,14,aug,184,2,-1,0,unknown,no,20984
cellular,14,sep,112,2,24,2,other,no,41566
cellular,25,jul,135,1,-1,0,unknown,no,16968
telephone,28,jul,27,17,-1,0,unknown,no,17493
cellular,20,nov,197,5,177,3,failure,no,26454
cellular,8,jul,72,1,-1,0,unknown,no,40551
cellular,17,apr,247,1,-1,0,unknown,no,32758
cellular,25,jul,177,2,-1,0,unknown,no,16995
unknown,20,may,37,9,-1,0,unknown,no,4631
cellular,18,may,125,1,368,4,failure,no,38847
cellular,31,jul,1212,4,-1,0,unknown,yes,18626
unknown,28,may,314,2,-1,0,unknown,no,6908
cellular,19,aug,82,4,-1,0,unknown,no,21743
